('1.3.1', 'pdfbox/src/main/java/org/apache/pdfbox/cos/COSName.java', 'PDFBOX-907', 'd41cbf92b2b6c994405628920470744bdb8e9661')
('2.0.7', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/COSParser.java', 'PDFBOX-3934', '568c9491cea8e9c102bc48a1ecc941dfaac80560')
('2.0.7', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/COSParser.java', 'PDFBOX-3934', '496d2fee7b4d278c56e5049dc3edb372770ed434')
('2.0.7', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/COSParser.java', 'PDFBOX-3934', '94e7fa4a5af1fb440fa7dbce2d0cfddbbe849121')
('1.8.2', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/PDResources.java', 'PDFBOX-1753', '5911fb934f4181c43e9ec64a25805aa9d068c893')
('1.8.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/PDResources.java', 'PDFBOX-1753', '5911fb934f4181c43e9ec64a25805aa9d068c893')
('1.8.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/PDResources.java', 'PDFBOX-1753', '5911fb934f4181c43e9ec64a25805aa9d068c893')
('1.8.5', 'pdfbox/src/main/java/org/apache/pdfbox/cos/COSDocument.java', 'PDFBOX-1756', '2b97edb88ea30342958d4b8e98119b2382cca2f0')
('1.8.5', 'pdfbox/src/main/java/org/apache/pdfbox/cos/COSDocument.java', 'PDFBOX-1756', 'ccd6fd368c01312aa8218faa1a4be06963644d89')
('1.8.5', 'pdfbox/src/main/java/org/apache/pdfbox/pdfwriter/COSWriter.java', 'PDFBOX-1756', '4216bfe6d11fc59a50fc717c5eedd87c2fae1db0')
('1.8.5', 'pdfbox/src/main/java/org/apache/pdfbox/cos/COSDocument.java', 'PDFBOX-1756', '4216bfe6d11fc59a50fc717c5eedd87c2fae1db0')
('2.0.7', 'pdfbox/src/main/java/org/apache/pdfbox/filter/Filter.java', 'PDFBOX-3932', '4d40a3446109c4008594bd32912c488b94844285')
('2.0.6', 'pdfbox/src/main/java/org/apache/pdfbox/filter/Filter.java', 'PDFBOX-3932', '4d40a3446109c4008594bd32912c488b94844285')
('1.8.6', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/form/PDAppearanceString.java', 'PDFBOX-283', 'fe5790504ce5bd9bce43333f260b7dd60fa33c90')
('1.8.6', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/form/PDAppearanceString.java', 'PDFBOX-283', 'f2219a71b2bb710a97de7076a3dde3f923c6ec8c')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/form/PDAppearanceString.java', 'PDFBOX-283', '0c4f0ef00ae6a6d5744d8c53b4043c0e2f84b9eb')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/filter/ccitt/CCITTFaxG31DDecodeInputStream.java', 'PDFBOX-1708', 'd7e873a6824c7b727e68b88cff591166866b960f')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/filter/CCITTFaxFilter.java', 'PDFBOX-1708', 'd7e873a6824c7b727e68b88cff591166866b960f')
('1.8.5', 'pdfbox/src/main/java/org/apache/pdfbox/encoding/WinAnsiEncoding.java', 'PDFBOX-1713', '33e7dbb362515396e4e75f0f08c522022be2b528')
('1.8.5', 'pdfbox/src/main/java/org/apache/pdfbox/encoding/MacRomanEncoding.java', 'PDFBOX-1713', '33e7dbb362515396e4e75f0f08c522022be2b528')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/encoding/WinAnsiEncoding.java', 'PDFBOX-1713', '33e7dbb362515396e4e75f0f08c522022be2b528')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/encoding/MacRomanEncoding.java', 'PDFBOX-1713', '33e7dbb362515396e4e75f0f08c522022be2b528')
('1.8.3', 'pdfbox/src/main/java/org/apache/pdfbox/encoding/WinAnsiEncoding.java', 'PDFBOX-1713', '33e7dbb362515396e4e75f0f08c522022be2b528')
('1.8.3', 'pdfbox/src/main/java/org/apache/pdfbox/encoding/MacRomanEncoding.java', 'PDFBOX-1713', '33e7dbb362515396e4e75f0f08c522022be2b528')
('1.8.2', 'pdfbox/src/main/java/org/apache/pdfbox/encoding/WinAnsiEncoding.java', 'PDFBOX-1713', '33e7dbb362515396e4e75f0f08c522022be2b528')
('1.8.2', 'pdfbox/src/main/java/org/apache/pdfbox/encoding/MacRomanEncoding.java', 'PDFBOX-1713', '33e7dbb362515396e4e75f0f08c522022be2b528')
('1.8.1', 'pdfbox/src/main/java/org/apache/pdfbox/encoding/WinAnsiEncoding.java', 'PDFBOX-1713', '33e7dbb362515396e4e75f0f08c522022be2b528')
('1.8.1', 'pdfbox/src/main/java/org/apache/pdfbox/encoding/MacRomanEncoding.java', 'PDFBOX-1713', '33e7dbb362515396e4e75f0f08c522022be2b528')
('1.8.0', 'pdfbox/src/main/java/org/apache/pdfbox/encoding/WinAnsiEncoding.java', 'PDFBOX-1713', '33e7dbb362515396e4e75f0f08c522022be2b528')
('1.8.0', 'pdfbox/src/main/java/org/apache/pdfbox/encoding/MacRomanEncoding.java', 'PDFBOX-1713', '33e7dbb362515396e4e75f0f08c522022be2b528')
('1.7.1', 'pdfbox/src/main/java/org/apache/pdfbox/encoding/WinAnsiEncoding.java', 'PDFBOX-1713', '33e7dbb362515396e4e75f0f08c522022be2b528')
('1.7.1', 'pdfbox/src/main/java/org/apache/pdfbox/encoding/MacRomanEncoding.java', 'PDFBOX-1713', '33e7dbb362515396e4e75f0f08c522022be2b528')
('2.0.8', 'pdfbox/src/main/java/org/apache/pdfbox/util/Matrix.java', 'PDFBOX-4030', '1ee9f429cf71815c50937141206677ef1cc9ef6e')
('2.0.7', 'pdfbox/src/main/java/org/apache/pdfbox/util/Matrix.java', 'PDFBOX-4030', '1ee9f429cf71815c50937141206677ef1cc9ef6e')
('2.0.6', 'pdfbox/src/main/java/org/apache/pdfbox/util/Matrix.java', 'PDFBOX-4030', '1ee9f429cf71815c50937141206677ef1cc9ef6e')
('2.0.5', 'pdfbox/src/main/java/org/apache/pdfbox/util/Matrix.java', 'PDFBOX-4030', '1ee9f429cf71815c50937141206677ef1cc9ef6e')
('1.8.10', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/image/LosslessFactory.java', 'PDFBOX-3181', '962941fda45cb74c5a1270cbe02031df5871bf82')
('2.0.8', 'fontbox/src/main/java/org/apache/fontbox/cff/CFFParser.java', 'PDFBOX-4038', 'ea54620cb6a2572c8cd14b4423649129ba2cd821')
('1.8.11', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/COSParser.java', 'PDFBOX-3189', 'b832170bc7cdb300fb0bf43e815d248b93c1e611')
('1.8.11', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/COSParser.java', 'PDFBOX-3189', '30b2b2eac5995d5b4a4d77f1496efeefa900915d')
('1.8.10', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/BaseParser.java', 'PDFBOX-3189', '87b1ab2d56dd0c3e4474d16d62f0aca8b9bcec2c')
('1.8.9', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/BaseParser.java', 'PDFBOX-3189', '87b1ab2d56dd0c3e4474d16d62f0aca8b9bcec2c')
('1.8.10', 'fontbox/src/main/java/org/apache/fontbox/cff/CFFParser.java', 'PDFBOX-3187', 'e3c8b09cdae84e8dd7d5e8f5504a0e8bece919ad')
('1.8.10', 'fontbox/src/main/java/org/apache/fontbox/cff/CFFCharset.java', 'PDFBOX-3187', 'e3c8b09cdae84e8dd7d5e8f5504a0e8bece919ad')
('1.8.9', 'fontbox/src/main/java/org/apache/fontbox/cff/CFFParser.java', 'PDFBOX-3187', 'e3c8b09cdae84e8dd7d5e8f5504a0e8bece919ad')
('1.8.8', 'fontbox/src/main/java/org/apache/fontbox/cff/CFFParser.java', 'PDFBOX-3187', 'e3c8b09cdae84e8dd7d5e8f5504a0e8bece919ad')
('1.8.7', 'fontbox/src/main/java/org/apache/fontbox/cff/CFFParser.java', 'PDFBOX-3187', 'e3c8b09cdae84e8dd7d5e8f5504a0e8bece919ad')
('1.8.6', 'fontbox/src/main/java/org/apache/fontbox/cff/CFFParser.java', 'PDFBOX-3187', 'e3c8b09cdae84e8dd7d5e8f5504a0e8bece919ad')
('2.0.8', 'tools/src/main/java/org/apache/pdfbox/tools/ExtractImages.java', 'PDFBOX-4043', 'faa88e54de5ecb5283946ed3d98a56d422b37010')
('2.0.7', 'tools/src/main/java/org/apache/pdfbox/tools/ExtractImages.java', 'PDFBOX-4043', 'faa88e54de5ecb5283946ed3d98a56d422b37010')
('1.8.10', 'pdfbox/src/main/java/org/apache/pdfbox/text/PDFTextStripper.java', 'PDFBOX-3195', 'd9139ca181542841f0eef8ed24268d51fe898b9a')
('1.8.10', 'debugger/src/main/java/org/apache/pdfbox/debugger/PDFDebugger.java', 'PDFBOX-3191', 'dcdcd22794c29a71e5779358905615b9f2095cad')
('1.8.5', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDType1Font.java', 'PDFBOX-239', '34df62e46a0c88fe62520ed8e1d95fb0c7b9dc38')
('1.8.10', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAnnotationLink.java', 'PDFBOX-3190', '11d89a38e3930cca76199a6e02e1e9ba0b5a82fe')
('1.8.9', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAnnotationLink.java', 'PDFBOX-3190', '11d89a38e3930cca76199a6e02e1e9ba0b5a82fe')
('1.8.11', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/image/PDImageXObject.java', 'PDFBOX-3199', 'a11d5116b21d81552da196107d8cf53936a95483')
('2.0.8', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/optionalcontent/PDOptionalContentProperties.java', 'PDFBOX-4044', '58d53449305bc01f01e91c5f7432d2fded583c5f')
('2.0.8', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/optionalcontent/PDOptionalContentProperties.java', 'PDFBOX-4044', 'aa1bb904f7a013306bb61e7f0b803cbf4f3d75a9')
('2.0.8', 'pdfbox/src/main/java/org/apache/pdfbox/multipdf/LayerUtility.java', 'PDFBOX-4044', 'aa3785fd3e7dc1a47299a8039cd0bd8794942cf5')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/filter/LZWFilter.java', 'PDFBOX-205', '175a8aca1315d0bf4b35b932d8a68e29f6398bd3')
('1.8.3', 'pdfbox/src/main/java/org/apache/pdfbox/filter/LZWFilter.java', 'PDFBOX-205', '175a8aca1315d0bf4b35b932d8a68e29f6398bd3')
('1.8.2', 'pdfbox/src/main/java/org/apache/pdfbox/filter/LZWFilter.java', 'PDFBOX-205', '175a8aca1315d0bf4b35b932d8a68e29f6398bd3')
('1.8.1', 'pdfbox/src/main/java/org/apache/pdfbox/filter/LZWFilter.java', 'PDFBOX-205', '175a8aca1315d0bf4b35b932d8a68e29f6398bd3')
('1.8.0', 'pdfbox/src/main/java/org/apache/pdfbox/filter/LZWFilter.java', 'PDFBOX-205', '175a8aca1315d0bf4b35b932d8a68e29f6398bd3')
('1.7.1', 'pdfbox/src/main/java/org/apache/pdfbox/filter/LZWFilter.java', 'PDFBOX-205', '175a8aca1315d0bf4b35b932d8a68e29f6398bd3')
('1.7.0', 'pdfbox/src/main/java/org/apache/pdfbox/filter/LZWFilter.java', 'PDFBOX-205', '175a8aca1315d0bf4b35b932d8a68e29f6398bd3')
('1.6.0', 'pdfbox/src/main/java/org/apache/pdfbox/filter/LZWFilter.java', 'PDFBOX-205', '175a8aca1315d0bf4b35b932d8a68e29f6398bd3')
('1.5.0', 'pdfbox/src/main/java/org/apache/pdfbox/filter/LZWFilter.java', 'PDFBOX-205', '175a8aca1315d0bf4b35b932d8a68e29f6398bd3')
('1.4.0', 'pdfbox/src/main/java/org/apache/pdfbox/filter/LZWFilter.java', 'PDFBOX-205', '175a8aca1315d0bf4b35b932d8a68e29f6398bd3')
('1.3.1', 'pdfbox/src/main/java/org/apache/pdfbox/filter/LZWFilter.java', 'PDFBOX-205', '175a8aca1315d0bf4b35b932d8a68e29f6398bd3')
('1.2.1', 'pdfbox/src/main/java/org/apache/pdfbox/filter/LZWFilter.java', 'PDFBOX-205', '175a8aca1315d0bf4b35b932d8a68e29f6398bd3')
('1.2.0', 'pdfbox/src/main/java/org/apache/pdfbox/filter/LZWFilter.java', 'PDFBOX-205', '175a8aca1315d0bf4b35b932d8a68e29f6398bd3')
('1.1.0', 'pdfbox/src/main/java/org/apache/pdfbox/filter/LZWFilter.java', 'PDFBOX-205', '175a8aca1315d0bf4b35b932d8a68e29f6398bd3')
('2.0.8', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/COSParser.java', 'PDFBOX-4052', 'c5ec30001109ad9fabedccb1fc71bac0ca578698')
('2.0.8', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/TilingPaintFactory.java', 'PDFBOX-4058', '68fcb44359271c5170b678306d0dda770d2d205e')
('1.1.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/PDFStreamParser.java', 'PDFBOX-695', '55b3a6730dd1e1ad7f17ad45bc5e899ad8e12e04')
('1.1.0', 'pdfbox/src/main/java/org/apache/pdfbox/util/PDFStreamEngine.java', 'PDFBOX-695', '55b3a6730dd1e1ad7f17ad45bc5e899ad8e12e04')
('2.0.8', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/PDFStreamParser.java', 'PDFBOX-4064', 'e223a19cb41eca79c3d6c34f0600fd6e8b92139e')
('2.0.8', 'pdfbox/src/main/java/org/apache/pdfbox/multipdf/PDFMergerUtility.java', 'PDFBOX-4061', 'f1d248abe8e4a5c078b7d87fea30d0ec7fa1aff4')
('2.0.8', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDDeviceN.java', 'PDFBOX-4060', 'a72b00c92938ef2835e798a9afc537b164b2900e')
('2.0.8', 'pdfbox/src/main/java/org/apache/pdfbox/multipdf/PDFMergerUtility.java', 'PDFBOX-4066', '0fcc65409df81a034166d3da7d45bab46ddd5b28')
('1.8.10', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/FileSystemFontProvider.java', 'PDFBOX-3140', 'ebe1ce0c17b47971443b8548f94c950b8287e019')
('1.8.7', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/NonSequentialPDFParser.java', 'PDFBOX-2293', '24888256368ee41547556590dc12ca9a4d80dc69')
('1.0.0', 'pdfbox/src/main/java/org/apache/pdfbox/util/operator/pagedrawer/AppendRectangleToPath.java', 'PDFBOX-666', 'd7cc17b617d5fd6010f074324b6469eb54c78873')
('1.8.10', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/PageDrawer.java', 'PDFBOX-3141', 'f4b2f0dc147b4db629353bf9a8958a1334c13c0c')
('1.8.10', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/PageDrawer.java', 'PDFBOX-3141', 'f341b4308790c40cedf2bbd4e56d49fdb8374277')
('1.8.10', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAnnotation.java', 'PDFBOX-3141', '8830074f2527faf4e85fc680b80b2339ecf75870')
('1.8.9', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAnnotation.java', 'PDFBOX-3141', '8830074f2527faf4e85fc680b80b2339ecf75870')
('1.8.10', 'pdfbox/src/main/java/org/apache/pdfbox/cos/COSName.java', 'PDFBOX-3141', 'ab237449259222081a64785a4aca34521cba6ac1')
('1.8.9', 'pdfbox/src/main/java/org/apache/pdfbox/cos/COSName.java', 'PDFBOX-3141', 'ab237449259222081a64785a4aca34521cba6ac1')
('1.1.0', 'pdfbox/src/main/java/org/apache/pdfbox/util/PDFStreamEngine.java', 'PDFBOX-667', '3ab7c8e28f761e0f7a90e4f7e419280c14f17448')
('1.1.0', 'pdfbox/src/main/java/org/apache/pdfbox/util/PDFStreamEngine.java', 'PDFBOX-667', '452889f24f71c11e9e98b5a3c863ae30e868acda')
('2.0.13', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/image/PDImageXObject.java', 'PDFBOX-4470', '7345f943392dbd0865aa8976fa13e545b743fb5a')
('2.0.12', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/image/PDImageXObject.java', 'PDFBOX-4470', '7345f943392dbd0865aa8976fa13e545b743fb5a')
('1.8.6', 'pdfbox/src/main/java/org/apache/pdfbox/util/Overlay.java', 'PDFBOX-2291', '0fc3d647787fb4402b57c95e086c06beea3dcdc5')
('1.8.6', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/PDDocument.java', 'PDFBOX-2292', 'f787277a6f8566be63537e8a0ce2bb7ce33acbb1')
('1.8.10', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/form/PlainTextFormatter.java', 'PDFBOX-3148', '1d9155376cc2805aae8331f939dd7784b17eee41')
('1.8.10', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/form/PlainTextFormatter.java', 'PDFBOX-3148', '3989eff0a51a9bea7292ffc6ac58c2772a1073a5')
('1.8.10', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/encryption/SecurityHandler.java', 'PDFBOX-3149', '3c211b239fbabe7690bad6b7ec54f62bac62ff7e')
('2.0.14', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/fdf/FDFAnnotationStamp.java', 'PDFBOX-4478', '856881ea421f5f44de7bf08fc18c6046d3299608')
('1.8.10', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/PageDrawer.java', 'PDFBOX-3146', '8fba071cbc0b30255ad5e869928e9f42fa231a64')
('1.8.10', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAnnotationMarkup.java', 'PDFBOX-3146', '23b492a97a61133e8f8cfc89e62425ca5ae2e798')
('1.8.9', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAnnotationMarkup.java', 'PDFBOX-3146', '23b492a97a61133e8f8cfc89e62425ca5ae2e798')
('1.8.8', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAnnotationMarkup.java', 'PDFBOX-3146', '23b492a97a61133e8f8cfc89e62425ca5ae2e798')
('1.8.7', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAnnotationMarkup.java', 'PDFBOX-3146', '23b492a97a61133e8f8cfc89e62425ca5ae2e798')
('1.8.6', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAnnotationMarkup.java', 'PDFBOX-3146', '23b492a97a61133e8f8cfc89e62425ca5ae2e798')
('1.8.5', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAnnotationMarkup.java', 'PDFBOX-3146', '23b492a97a61133e8f8cfc89e62425ca5ae2e798')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAnnotationMarkup.java', 'PDFBOX-3146', '23b492a97a61133e8f8cfc89e62425ca5ae2e798')
('1.8.3', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAnnotationMarkup.java', 'PDFBOX-3146', '23b492a97a61133e8f8cfc89e62425ca5ae2e798')
('1.8.2', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAnnotationMarkup.java', 'PDFBOX-3146', '23b492a97a61133e8f8cfc89e62425ca5ae2e798')
('1.8.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAnnotationMarkup.java', 'PDFBOX-3146', '23b492a97a61133e8f8cfc89e62425ca5ae2e798')
('1.8.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAnnotationMarkup.java', 'PDFBOX-3146', '23b492a97a61133e8f8cfc89e62425ca5ae2e798')
('1.7.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAnnotationMarkup.java', 'PDFBOX-3146', '23b492a97a61133e8f8cfc89e62425ca5ae2e798')
('1.7.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAnnotationMarkup.java', 'PDFBOX-3146', '23b492a97a61133e8f8cfc89e62425ca5ae2e798')
('1.6.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAnnotationMarkup.java', 'PDFBOX-3146', '23b492a97a61133e8f8cfc89e62425ca5ae2e798')
('1.5.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAnnotationMarkup.java', 'PDFBOX-3146', '23b492a97a61133e8f8cfc89e62425ca5ae2e798')
('1.4.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAnnotationMarkup.java', 'PDFBOX-3146', '23b492a97a61133e8f8cfc89e62425ca5ae2e798')
('1.8.7', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/container/Type1Container.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.7', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDType1Equivalent.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.7', 'preflight/src/main/java/org/apache/pdfbox/preflight/process/reflect/FontValidationProcess.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.7', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/Type1FontValidator.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.7', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/descriptor/Type1DescriptorHelper.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.6', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/container/Type1Container.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.6', 'preflight/src/main/java/org/apache/pdfbox/preflight/process/reflect/FontValidationProcess.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.6', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/Type1FontValidator.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.6', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/descriptor/Type1DescriptorHelper.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.5', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/container/Type1Container.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.5', 'preflight/src/main/java/org/apache/pdfbox/preflight/process/reflect/FontValidationProcess.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.5', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/Type1FontValidator.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.5', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/descriptor/Type1DescriptorHelper.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.4', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/container/Type1Container.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.4', 'preflight/src/main/java/org/apache/pdfbox/preflight/process/reflect/FontValidationProcess.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.4', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/Type1FontValidator.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.4', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/descriptor/Type1DescriptorHelper.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.3', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/container/Type1Container.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.3', 'preflight/src/main/java/org/apache/pdfbox/preflight/process/reflect/FontValidationProcess.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.3', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/Type1FontValidator.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.3', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/descriptor/Type1DescriptorHelper.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.2', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/container/Type1Container.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.2', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/Type1FontValidator.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.2', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/descriptor/Type1DescriptorHelper.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.1', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/container/Type1Container.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.1', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/Type1FontValidator.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.1', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/descriptor/Type1DescriptorHelper.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.0', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/container/Type1Container.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.0', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/Type1FontValidator.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.0', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/descriptor/Type1DescriptorHelper.java', 'PDFBOX-2299', '2fab2944c0ad1b7a5f2c8e747f3320e4b86ca663')
('1.8.7', 'preflight/src/main/java/org/apache/pdfbox/preflight/process/PageTreeValidationProcess.java', 'PDFBOX-2299', '7d8c7b54e391a549bb0a40dcfa0aa19a49b8233d')
('1.8.6', 'preflight/src/main/java/org/apache/pdfbox/preflight/process/PageTreeValidationProcess.java', 'PDFBOX-2299', '7d8c7b54e391a549bb0a40dcfa0aa19a49b8233d')
('1.8.5', 'preflight/src/main/java/org/apache/pdfbox/preflight/process/PageTreeValidationProcess.java', 'PDFBOX-2299', '7d8c7b54e391a549bb0a40dcfa0aa19a49b8233d')
('1.8.4', 'preflight/src/main/java/org/apache/pdfbox/preflight/process/PageTreeValidationProcess.java', 'PDFBOX-2299', '7d8c7b54e391a549bb0a40dcfa0aa19a49b8233d')
('1.8.3', 'preflight/src/main/java/org/apache/pdfbox/preflight/process/PageTreeValidationProcess.java', 'PDFBOX-2299', '7d8c7b54e391a549bb0a40dcfa0aa19a49b8233d')
