('4.0.6RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/remote/KurentoHandler.java', 'OPENMEETINGS-1962', 'f2d91360b0dbaf1480126c98893c6fe7a96d1c48')
('3.1.3RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/user/record/RecordingResourceReference.java', 'OPENMEETINGS-1601', '4edb19da734ebaa19a648d7f5913d917aebe3af2')
('3.1.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/room/WhiteboardObjectList.java', 'OPENMEETINGS-1601', '4edb19da734ebaa19a648d7f5913d917aebe3af2')
('3.1.1RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/room/WhiteboardObjectList.java', 'OPENMEETINGS-1601', '4edb19da734ebaa19a648d7f5913d917aebe3af2')
('3.1.0RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/room/WhiteboardObjectList.java', 'OPENMEETINGS-1601', '4edb19da734ebaa19a648d7f5913d917aebe3af2')
('3.2.0RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dao/file/FileExplorerItemDao.java', 'OPENMEETINGS-1603', '31e4a064e016e6fe04d7621cf7f44e5497e8a64b')
('3.2.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/common/tree/OmTreeProvider.java', 'OPENMEETINGS-1603', '31e4a064e016e6fe04d7621cf7f44e5497e8a64b')
('4.0.10', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/rooms/RoomForm.java', 'OPENMEETINGS-1830', 'ca61e92fb4f511a131a8a32d208e9264195322f4')
('4.0.10', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/RoomSidebar.java', 'OPENMEETINGS-1830', 'ca61e92fb4f511a131a8a32d208e9264195322f4')
('4.0.10', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/app/Application.java', 'OPENMEETINGS-1830', 'ca61e92fb4f511a131a8a32d208e9264195322f4')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/RoomRightIcon.java', 'OPENMEETINGS-1836', '5d79dbfedafdf1e7a2ced46467b1c02686d67e62')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/RoomRightIcon.java', 'OPENMEETINGS-1836', '5d79dbfedafdf1e7a2ced46467b1c02686d67e62')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/RoomRightIcon.java', 'OPENMEETINGS-1836', '5d79dbfedafdf1e7a2ced46467b1c02686d67e62')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/RoomRightIcon.java', 'OPENMEETINGS-1836', '5d79dbfedafdf1e7a2ced46467b1c02686d67e62')
('4.0.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/manager/IClientManager.java', 'OPENMEETINGS-1836', '09340dc0bffd6be2b10261d25aeb2c68164b0e3c')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/app/ClientManager.java', 'OPENMEETINGS-1836', '09340dc0bffd6be2b10261d25aeb2c68164b0e3c')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/app/ClientManager.java', 'OPENMEETINGS-1836', 'ede1870e5aefbb10e0afad7d4fba242ecef3bd87')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/app/WhiteboardManager.java', 'OPENMEETINGS-1836', 'ede1870e5aefbb10e0afad7d4fba242ecef3bd87')
('4.0.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/manager/IClientManager.java', 'OPENMEETINGS-1836', '6eac1a67205cd12fa831bd18a120a6ecc7fb0abd')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/app/WhiteboardManager.java', 'OPENMEETINGS-1836', '6eac1a67205cd12fa831bd18a120a6ecc7fb0abd')
('4.0.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/entity/basic/Client.java', 'OPENMEETINGS-1836', '6eac1a67205cd12fa831bd18a120a6ecc7fb0abd')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/app/ClientManager.java', 'OPENMEETINGS-1836', '6eac1a67205cd12fa831bd18a120a6ecc7fb0abd')
('4.0.2', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/util/WebSocketHelper.java', 'OPENMEETINGS-1836', '6eac1a67205cd12fa831bd18a120a6ecc7fb0abd')
('4.0.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/room/Whiteboard.java', 'OPENMEETINGS-1836', 'cdcf9b2b958db54de99397ab0990fa75fca055cd')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/common/ImagePanel.java', 'OPENMEETINGS-1836', 'cdcf9b2b958db54de99397ab0990fa75fca055cd')
('4.0.2', 'openmeetings-util/src/main/java/org/apache/openmeetings/util/OpenmeetingsVariables.java', 'OPENMEETINGS-1836', 'cdcf9b2b958db54de99397ab0990fa75fca055cd')
('4.0.2', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/converter/WbConverter.java', 'OPENMEETINGS-1836', 'cdcf9b2b958db54de99397ab0990fa75fca055cd')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/wb/WbWebSocketHelper.java', 'OPENMEETINGS-1836', 'cdcf9b2b958db54de99397ab0990fa75fca055cd')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/common/ImagePanel.java', 'OPENMEETINGS-1836', 'cdcf9b2b958db54de99397ab0990fa75fca055cd')
('4.0.2', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/util/WebSocketHelper.java', 'OPENMEETINGS-1836', '57f3873fb2326ef68fc9f9b041f1e9b2df2dbf1f')
('4.0.2', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/remote/KurentoHandler.java', 'OPENMEETINGS-1836', 'b0d77a67ea50885145e998066bcbc1645d0bd626')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/RoomSidebar.java', 'OPENMEETINGS-1836', 'b0d77a67ea50885145e998066bcbc1645d0bd626')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/RoomSidebar.java', 'OPENMEETINGS-1836', '52f2fa3da9b56932321c6986238390b75e138da2')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/RoomSidebar.java', 'OPENMEETINGS-1836', '0024edf13f396b48908b64af5fd0e4174ecc0b78')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/RoomSidebar.java', 'OPENMEETINGS-1836', '82951c0ab8237254c88e61e844b0ae7c4f6d8e49')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/wb/WbPanel.java', 'OPENMEETINGS-1836', '82951c0ab8237254c88e61e844b0ae7c4f6d8e49')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/RoomPanel.java', 'OPENMEETINGS-1836', '82951c0ab8237254c88e61e844b0ae7c4f6d8e49')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/RoomSidebar.java', 'OPENMEETINGS-1836', 'b200a54fcb1eae62cd7be89e11b32593878c7ade')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/wb/WbPanel.java', 'OPENMEETINGS-1836', 'b200a54fcb1eae62cd7be89e11b32593878c7ade')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/RoomPanel.java', 'OPENMEETINGS-1836', 'b200a54fcb1eae62cd7be89e11b32593878c7ade')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/RefreshIcon.java', 'OPENMEETINGS-1836', '21dc9b9560e956457cbc88baf61d887b503ff6ec')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/PresenterRightIcon.java', 'OPENMEETINGS-1836', '21dc9b9560e956457cbc88baf61d887b503ff6ec')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/KickIcon.java', 'OPENMEETINGS-1836', '21dc9b9560e956457cbc88baf61d887b503ff6ec')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/UserSpeaksIcon.java', 'OPENMEETINGS-1836', '21dc9b9560e956457cbc88baf61d887b503ff6ec')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/WhiteboardRightIcon.java', 'OPENMEETINGS-1836', '21dc9b9560e956457cbc88baf61d887b503ff6ec')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/ModeratorRightIcon.java', 'OPENMEETINGS-1836', '21dc9b9560e956457cbc88baf61d887b503ff6ec')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/RefreshIcon.java', 'OPENMEETINGS-1836', '21dc9b9560e956457cbc88baf61d887b503ff6ec')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/PresenterRightIcon.java', 'OPENMEETINGS-1836', '21dc9b9560e956457cbc88baf61d887b503ff6ec')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/KickIcon.java', 'OPENMEETINGS-1836', '21dc9b9560e956457cbc88baf61d887b503ff6ec')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/UserSpeaksIcon.java', 'OPENMEETINGS-1836', '21dc9b9560e956457cbc88baf61d887b503ff6ec')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/WhiteboardRightIcon.java', 'OPENMEETINGS-1836', '21dc9b9560e956457cbc88baf61d887b503ff6ec')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/ModeratorRightIcon.java', 'OPENMEETINGS-1836', '21dc9b9560e956457cbc88baf61d887b503ff6ec')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/ModeratorRightIcon.java', 'OPENMEETINGS-1836', '21dc9b9560e956457cbc88baf61d887b503ff6ec')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/ModeratorRightIcon.java', 'OPENMEETINGS-1836', '21dc9b9560e956457cbc88baf61d887b503ff6ec')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/RefreshIcon.java', 'OPENMEETINGS-1836', '5aa47cbd28c0a5bf03bc0b209c45bdc50f3b125a')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/PresenterRightIcon.java', 'OPENMEETINGS-1836', '5aa47cbd28c0a5bf03bc0b209c45bdc50f3b125a')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/KickIcon.java', 'OPENMEETINGS-1836', '5aa47cbd28c0a5bf03bc0b209c45bdc50f3b125a')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/UserSpeaksIcon.java', 'OPENMEETINGS-1836', '5aa47cbd28c0a5bf03bc0b209c45bdc50f3b125a')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/WhiteboardRightIcon.java', 'OPENMEETINGS-1836', '5aa47cbd28c0a5bf03bc0b209c45bdc50f3b125a')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/ModeratorRightIcon.java', 'OPENMEETINGS-1836', '5aa47cbd28c0a5bf03bc0b209c45bdc50f3b125a')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/RefreshIcon.java', 'OPENMEETINGS-1836', '5aa47cbd28c0a5bf03bc0b209c45bdc50f3b125a')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/PresenterRightIcon.java', 'OPENMEETINGS-1836', '5aa47cbd28c0a5bf03bc0b209c45bdc50f3b125a')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/KickIcon.java', 'OPENMEETINGS-1836', '5aa47cbd28c0a5bf03bc0b209c45bdc50f3b125a')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/UserSpeaksIcon.java', 'OPENMEETINGS-1836', '5aa47cbd28c0a5bf03bc0b209c45bdc50f3b125a')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/WhiteboardRightIcon.java', 'OPENMEETINGS-1836', '5aa47cbd28c0a5bf03bc0b209c45bdc50f3b125a')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/ModeratorRightIcon.java', 'OPENMEETINGS-1836', '5aa47cbd28c0a5bf03bc0b209c45bdc50f3b125a')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/ModeratorRightIcon.java', 'OPENMEETINGS-1836', '5aa47cbd28c0a5bf03bc0b209c45bdc50f3b125a')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/ModeratorRightIcon.java', 'OPENMEETINGS-1836', '5aa47cbd28c0a5bf03bc0b209c45bdc50f3b125a')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/WhiteboardRightIcon.java', 'OPENMEETINGS-1836', 'ad0ed6611b85a1cf02149ae3d758a9ef22dd74ae')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/ClientIcon.java', 'OPENMEETINGS-1836', 'ad0ed6611b85a1cf02149ae3d758a9ef22dd74ae')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/RoomSidebar.java', 'OPENMEETINGS-1836', 'ad0ed6611b85a1cf02149ae3d758a9ef22dd74ae')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/RoomRightIcon.java', 'OPENMEETINGS-1836', 'ad0ed6611b85a1cf02149ae3d758a9ef22dd74ae')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/RoomPanel.java', 'OPENMEETINGS-1836', 'ad0ed6611b85a1cf02149ae3d758a9ef22dd74ae')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/PresenterRightIcon.java', 'OPENMEETINGS-1836', 'ad0ed6611b85a1cf02149ae3d758a9ef22dd74ae')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/ModeratorRightIcon.java', 'OPENMEETINGS-1836', 'ad0ed6611b85a1cf02149ae3d758a9ef22dd74ae')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/WhiteboardRightIcon.java', 'OPENMEETINGS-1836', 'ad0ed6611b85a1cf02149ae3d758a9ef22dd74ae')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/ClientIcon.java', 'OPENMEETINGS-1836', 'ad0ed6611b85a1cf02149ae3d758a9ef22dd74ae')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/RoomRightIcon.java', 'OPENMEETINGS-1836', 'ad0ed6611b85a1cf02149ae3d758a9ef22dd74ae')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/PresenterRightIcon.java', 'OPENMEETINGS-1836', 'ad0ed6611b85a1cf02149ae3d758a9ef22dd74ae')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/ModeratorRightIcon.java', 'OPENMEETINGS-1836', 'ad0ed6611b85a1cf02149ae3d758a9ef22dd74ae')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/RoomRightIcon.java', 'OPENMEETINGS-1836', 'ad0ed6611b85a1cf02149ae3d758a9ef22dd74ae')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/ModeratorRightIcon.java', 'OPENMEETINGS-1836', 'ad0ed6611b85a1cf02149ae3d758a9ef22dd74ae')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/RoomRightIcon.java', 'OPENMEETINGS-1836', 'ad0ed6611b85a1cf02149ae3d758a9ef22dd74ae')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/ModeratorRightIcon.java', 'OPENMEETINGS-1836', 'ad0ed6611b85a1cf02149ae3d758a9ef22dd74ae')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/WhiteboardRightIcon.java', 'OPENMEETINGS-1836', '1ca1bc545634bc755c48c29556a4d8ea78940d8c')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/ClientIcon.java', 'OPENMEETINGS-1836', '1ca1bc545634bc755c48c29556a4d8ea78940d8c')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/RoomSidebar.java', 'OPENMEETINGS-1836', '1ca1bc545634bc755c48c29556a4d8ea78940d8c')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/RoomRightIcon.java', 'OPENMEETINGS-1836', '1ca1bc545634bc755c48c29556a4d8ea78940d8c')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/RoomPanel.java', 'OPENMEETINGS-1836', '1ca1bc545634bc755c48c29556a4d8ea78940d8c')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/PresenterRightIcon.java', 'OPENMEETINGS-1836', '1ca1bc545634bc755c48c29556a4d8ea78940d8c')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/ModeratorRightIcon.java', 'OPENMEETINGS-1836', '1ca1bc545634bc755c48c29556a4d8ea78940d8c')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/WhiteboardRightIcon.java', 'OPENMEETINGS-1836', '1ca1bc545634bc755c48c29556a4d8ea78940d8c')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/ClientIcon.java', 'OPENMEETINGS-1836', '1ca1bc545634bc755c48c29556a4d8ea78940d8c')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/RoomRightIcon.java', 'OPENMEETINGS-1836', '1ca1bc545634bc755c48c29556a4d8ea78940d8c')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/PresenterRightIcon.java', 'OPENMEETINGS-1836', '1ca1bc545634bc755c48c29556a4d8ea78940d8c')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/ModeratorRightIcon.java', 'OPENMEETINGS-1836', '1ca1bc545634bc755c48c29556a4d8ea78940d8c')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/RoomRightIcon.java', 'OPENMEETINGS-1836', '1ca1bc545634bc755c48c29556a4d8ea78940d8c')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/ModeratorRightIcon.java', 'OPENMEETINGS-1836', '1ca1bc545634bc755c48c29556a4d8ea78940d8c')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/RoomRightIcon.java', 'OPENMEETINGS-1836', '1ca1bc545634bc755c48c29556a4d8ea78940d8c')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/ModeratorRightIcon.java', 'OPENMEETINGS-1836', '1ca1bc545634bc755c48c29556a4d8ea78940d8c')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/RoomClientPanel.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/activity/RoomActivityIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/common/MainPanel.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/ScreenShareRightIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/WhiteboardRightIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/VideoRightIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/RemoteControlRightIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/ClientIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/RoomSidebar.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/RoomRightIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/RoomPanel.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/PresenterRightIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/UserSpeaksIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/KickIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.2', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/util/WebSocketHelper.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/common/BasePanel.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/activity/RoomActivityIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/ScreenShareRightIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/WhiteboardRightIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/VideoRightIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/RemoteControlRightIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/ClientIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/RoomRightIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/PresenterRightIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/UserSpeaksIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/KickIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/ScreenShareRightIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/VideoRightIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/RemoteControlRightIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/RoomRightIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/ScreenShareRightIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/VideoRightIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/RemoteControlRightIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/right/RoomRightIcon.java', 'OPENMEETINGS-1836', '2390579ee54d625b81e09145e4b7394b50ce73c6')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/RoomClientPanel.java', 'OPENMEETINGS-1836', 'bb3432587e27c4c4dd92bf788101753e3dfdb224')
('4.0.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/icon/activity/RoomActivityIcon.java', 'OPENMEETINGS-1836', 'bb3432587e27c4c4dd92bf788101753e3dfdb224')
