('karaf-4.2.2', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/ShellFactoryImpl.java', 'KARAF-6112', '9551dc2842f2467b965a6710a0c1ae223b3ccad3')
('karaf-3.0.4', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-3.0.4', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-4.0.0', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-4.0.0', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-4.0.0.M3', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-4.0.0.M3', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.4.2', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.4.2', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.11', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.11', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-4.0.0.M2', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-4.0.0.M2', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.10', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.10', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-3.0.3', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-3.0.3', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.4.1', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.4.1', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.9', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.9', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-4.0.0.M1', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-4.0.0.M1', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-3.0.2', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-3.0.2', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.4.0', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.4.0', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.8', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.8', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.7', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.7', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.6', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.6', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.5', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.5', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.4', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.4', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-3.0.0', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-3.0.0', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.3', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.3', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.2', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.2', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-3.0.0.RC1', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-3.0.0.RC1', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.1', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.1', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.2.10', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.2.10', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.0', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/RolePrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.3.0', 'jaas/boot/src/main/java/org/apache/karaf/jaas/boot/principal/UserPrincipal.java', 'KARAF-4218', 'fa5f3a6e5ff2e68574890aa46b46f50d97db524f')
('karaf-2.1.4', 'tooling/features-maven-plugin/src/main/java/org/apache/karaf/tooling/features/MojoSupport.java', 'KARAF-472', '895aae3fddb17986bb2af7b248cc79228f2ed40a')
('karaf-2.1.3', 'tooling/features-maven-plugin/src/main/java/org/apache/karaf/tooling/features/MojoSupport.java', 'KARAF-472', '895aae3fddb17986bb2af7b248cc79228f2ed40a')
('karaf-2.2.10', 'instance/core/src/main/java/org/apache/karaf/instance/core/internal/InstanceServiceImpl.java', 'KARAF-2035', '4bd27e2cd47f925124b3a118218c971fff396da4')
('karaf-4.1.0', 'bundle/core/src/main/java/org/apache/karaf/bundle/core/internal/MavenConfigService.java', 'KARAF-4210', '868c6852424a80e07d2f925791c28ac498581145')
('karaf-4.0.8', 'bundle/core/src/main/java/org/apache/karaf/bundle/core/internal/MavenConfigService.java', 'KARAF-4210', '868c6852424a80e07d2f925791c28ac498581145')
('karaf-4.0.7', 'bundle/core/src/main/java/org/apache/karaf/bundle/core/internal/MavenConfigService.java', 'KARAF-4210', '868c6852424a80e07d2f925791c28ac498581145')
('karaf-4.0.6', 'bundle/core/src/main/java/org/apache/karaf/bundle/core/internal/MavenConfigService.java', 'KARAF-4210', '868c6852424a80e07d2f925791c28ac498581145')
('karaf-4.0.5', 'bundle/core/src/main/java/org/apache/karaf/bundle/core/internal/MavenConfigService.java', 'KARAF-4210', '868c6852424a80e07d2f925791c28ac498581145')
('karaf-4.0.4', 'bundle/core/src/main/java/org/apache/karaf/bundle/core/internal/MavenConfigService.java', 'KARAF-4210', '868c6852424a80e07d2f925791c28ac498581145')
('karaf-4.0.3', 'bundle/core/src/main/java/org/apache/karaf/bundle/core/internal/MavenConfigService.java', 'KARAF-4210', '868c6852424a80e07d2f925791c28ac498581145')
('karaf-4.0.2', 'bundle/core/src/main/java/org/apache/karaf/bundle/core/internal/MavenConfigService.java', 'KARAF-4210', '868c6852424a80e07d2f925791c28ac498581145')
('karaf-4.0.1', 'bundle/core/src/main/java/org/apache/karaf/bundle/core/internal/MavenConfigService.java', 'KARAF-4210', '868c6852424a80e07d2f925791c28ac498581145')
('karaf-4.0.0', 'bundle/core/src/main/java/org/apache/karaf/bundle/core/internal/MavenConfigService.java', 'KARAF-4210', '868c6852424a80e07d2f925791c28ac498581145')
('karaf-4.0.0.M3', 'bundle/core/src/main/java/org/apache/karaf/bundle/core/internal/MavenConfigService.java', 'KARAF-4210', '868c6852424a80e07d2f925791c28ac498581145')
('karaf-4.0.0.M2', 'bundle/core/src/main/java/org/apache/karaf/bundle/core/internal/MavenConfigService.java', 'KARAF-4210', '868c6852424a80e07d2f925791c28ac498581145')
('karaf-4.0.0.M1', 'bundle/core/src/main/java/org/apache/karaf/bundle/core/internal/MavenConfigService.java', 'KARAF-4210', '868c6852424a80e07d2f925791c28ac498581145')
('karaf-4.0.6', 'shell/core/src/main/java/org/apache/karaf/shell/support/converter/GenericType.java', 'KARAF-4693', '7fa2902e212582ffe12a8546850f618ea5ef15de')
('karaf-4.0.6', 'shell/core/src/main/java/org/apache/karaf/shell/support/converter/GenericType.java', 'KARAF-4693', 'ea0149950fb405bf7f518f4638b4708ec35f6dd6')
('karaf-4.0.6', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Install.java', 'KARAF-4692', '7cc5f503262fad511ccac083606b1e92047c02bd')
('karaf-4.0.5', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Install.java', 'KARAF-4692', '7cc5f503262fad511ccac083606b1e92047c02bd')
('karaf-4.0.4', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Install.java', 'KARAF-4692', '7cc5f503262fad511ccac083606b1e92047c02bd')
('karaf-4.0.3', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Install.java', 'KARAF-4692', '7cc5f503262fad511ccac083606b1e92047c02bd')
('karaf-4.0.2', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Install.java', 'KARAF-4692', '7cc5f503262fad511ccac083606b1e92047c02bd')
('karaf-4.0.1', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Install.java', 'KARAF-4692', '7cc5f503262fad511ccac083606b1e92047c02bd')
('karaf-4.0.0', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Install.java', 'KARAF-4692', '7cc5f503262fad511ccac083606b1e92047c02bd')
('karaf-4.0.0.M3', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Install.java', 'KARAF-4692', '7cc5f503262fad511ccac083606b1e92047c02bd')
('karaf-4.0.0.M2', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Install.java', 'KARAF-4692', '7cc5f503262fad511ccac083606b1e92047c02bd')
('karaf-4.0.0.M1', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Install.java', 'KARAF-4692', '7cc5f503262fad511ccac083606b1e92047c02bd')
('karaf-4.0.6', 'scr/state/src/main/java/org/apache/karaf/scr/state/ScrBundleStateService.java', 'KARAF-4727', '858920dd0a50af2d52003c3e75ac5063b027ddac')
('karaf-2.2.5', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/features/AddToRepositoryMojo.java', 'KARAF-1216', 'cbb96e7dbb294501fbcc8f0db5c199097f859b56')
('karaf-4.0.6', 'util/src/main/java/org/apache/karaf/util/tracker/BaseActivator.java', 'KARAF-4723', 'bff4449972dc991e572681d1278249a05d7c2166')
('karaf-2.2.8', 'kar/core/src/main/java/org/apache/karaf/kar/internal/Kars.java', 'KARAF-1699', 'e701802dd5ae58e9ff656394053b43e87aabfe8f')
('karaf-2.2.8', 'kar/core/src/main/java/org/apache/karaf/kar/internal/KarServiceImpl.java', 'KARAF-1699', 'e701802dd5ae58e9ff656394053b43e87aabfe8f')
('karaf-2.2.8', 'kar/core/src/main/java/org/apache/karaf/kar/KarsMBean.java', 'KARAF-1699', 'e701802dd5ae58e9ff656394053b43e87aabfe8f')
('karaf-2.2.8', 'instance/core/src/main/java/org/apache/karaf/instance/core/InstancesMBean.java', 'KARAF-1699', '92be3a080da63a4786deb42417f72d65a17f4720')
('karaf-2.2.8', 'instance/core/src/main/java/org/apache/karaf/instance/core/internal/Instances.java', 'KARAF-1699', '92be3a080da63a4786deb42417f72d65a17f4720')
('karaf-2.2.8', 'features/core/src/main/java/org/apache/karaf/features/management/internal/FeaturesService.java', 'KARAF-1699', '8a7f277402546d5f18f595a81143b9c3c2a42eae')
('karaf-2.2.8', 'features/core/src/main/java/org/apache/karaf/features/management/FeaturesServiceMBean.java', 'KARAF-1699', '8a7f277402546d5f18f595a81143b9c3c2a42eae')
('karaf-2.2.8', 'features/core/src/main/java/org/apache/karaf/features/internal/FeaturesServiceImpl.java', 'KARAF-1699', '8a7f277402546d5f18f595a81143b9c3c2a42eae')
('karaf-2.2.8', 'features/core/src/main/java/org/apache/karaf/features/FeaturesService.java', 'KARAF-1699', '8a7f277402546d5f18f595a81143b9c3c2a42eae')
('karaf-2.2.8', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/features/InstallKarsMojo.java', 'KARAF-1699', '8a7f277402546d5f18f595a81143b9c3c2a42eae')
('karaf-2.2.7', 'features/core/src/main/java/org/apache/karaf/features/internal/FeaturesServiceImpl.java', 'KARAF-1699', '8a7f277402546d5f18f595a81143b9c3c2a42eae')
('karaf-2.2.7', 'features/core/src/main/java/org/apache/karaf/features/FeaturesService.java', 'KARAF-1699', '8a7f277402546d5f18f595a81143b9c3c2a42eae')
('karaf-2.2.6', 'features/core/src/main/java/org/apache/karaf/features/FeaturesService.java', 'KARAF-1699', '8a7f277402546d5f18f595a81143b9c3c2a42eae')
('karaf-2.2.5', 'features/core/src/main/java/org/apache/karaf/features/FeaturesService.java', 'KARAF-1699', '8a7f277402546d5f18f595a81143b9c3c2a42eae')
('karaf-2.2.4', 'features/core/src/main/java/org/apache/karaf/features/FeaturesService.java', 'KARAF-1699', '8a7f277402546d5f18f595a81143b9c3c2a42eae')
('karaf-2.2.3', 'features/core/src/main/java/org/apache/karaf/features/FeaturesService.java', 'KARAF-1699', '8a7f277402546d5f18f595a81143b9c3c2a42eae')
('karaf-2.2.2', 'features/core/src/main/java/org/apache/karaf/features/FeaturesService.java', 'KARAF-1699', '8a7f277402546d5f18f595a81143b9c3c2a42eae')
('karaf-2.2.1', 'features/core/src/main/java/org/apache/karaf/features/FeaturesService.java', 'KARAF-1699', '8a7f277402546d5f18f595a81143b9c3c2a42eae')
('karaf-2.2.0', 'features/core/src/main/java/org/apache/karaf/features/FeaturesService.java', 'KARAF-1699', '8a7f277402546d5f18f595a81143b9c3c2a42eae')
('karaf-2.2.5', 'features/command/src/main/java/org/apache/karaf/features/command/FeatureFinder.java', 'KARAF-1212', 'a7f882fadebe21ee0ba3b41a2f41249c565085bf')
('karaf-2.3.3', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/ldap/LDAPLoginModule.java', 'KARAF-2540', 'fafa69e2387106c16f0fe7cd8fccd899e02b5901')
('karaf-2.3.2', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/ldap/LDAPLoginModule.java', 'KARAF-2540', 'fafa69e2387106c16f0fe7cd8fccd899e02b5901')
('karaf-2.2.7', 'instance/core/src/main/java/org/apache/karaf/instance/core/internal/InstanceServiceImpl.java', 'KARAF-1206', '162bafa9d0d6a8cb11ac58826fcbd42b66c19a2a')
('karaf-2.2.7', 'instance/core/src/main/java/org/apache/karaf/instance/core/internal/InstanceServiceImpl.java', 'KARAF-1206', 'b94bd1fe0de7ca91c21dc76428eb3f9bcd0f65a1')
('karaf-2.2.7', 'instance/command/src/main/java/org/apache/karaf/instance/command/ListCommand.java', 'KARAF-1206', 'e070af5f7080a0af3f136110da0e41fd92cd6e68')
('karaf-2.2.7', 'instance/core/src/main/java/org/apache/karaf/instance/core/internal/InstanceServiceImpl.java', 'KARAF-1206', 'e75a7d517da9b023d49af9f6fdb7d42907edea6d')
('karaf-4.0.6', 'profile/src/main/java/org/apache/karaf/profile/assembly/Builder.java', 'KARAF-4712', '6a012b05352e8f630c9bf5d2457583a17e080243')
('karaf-4.0.5', 'profile/src/main/java/org/apache/karaf/profile/assembly/Builder.java', 'KARAF-4712', '6a012b05352e8f630c9bf5d2457583a17e080243')
('karaf-4.0.6', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Deployer.java', 'KARAF-4710', 'a7d876274e8f04768b1b8bb236b8a1b7b0c10227')
('karaf-4.0.6', 'features/core/src/main/java/org/apache/karaf/features/internal/osgi/Activator.java', 'KARAF-4710', 'a7d876274e8f04768b1b8bb236b8a1b7b0c10227')
('karaf-2.2.8', 'wrapper/core/src/main/java/org/apache/karaf/wrapper/internal/WrapperServiceImpl.java', 'KARAF-1683', '8464d97f8fc81e4d11980d6711cc7bae63c20d45')
('karaf-2.2.8', 'wrapper/core/src/main/java/org/apache/karaf/wrapper/internal/WrapperServiceImpl.java', 'KARAF-1683', '515f82db64f1dd5661fe570051c86ab6efb61dd1')
('karaf-2.3.3', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/ldap/LDAPLoginModule.java', 'KARAF-2529', 'b95b7cc6599f08d542b9e449aee8067996a7376f')
('karaf-2.3.2', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/ldap/LDAPLoginModule.java', 'KARAF-2529', 'b95b7cc6599f08d542b9e449aee8067996a7376f')
('karaf-2.3.3', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/ldap/LDAPLoginModule.java', 'KARAF-2528', '2284c9930f0a729ec73740087ce4a2438b80c4ac')
('karaf-2.3.2', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/ldap/LDAPLoginModule.java', 'KARAF-2528', '2284c9930f0a729ec73740087ce4a2438b80c4ac')
('karaf-2.3.3', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/ldap/LDAPLoginModule.java', 'KARAF-2528', 'ff3ee3da24bea31a01a463aee3526643bea52947')
('karaf-2.3.2', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/ldap/LDAPLoginModule.java', 'KARAF-2528', 'ff3ee3da24bea31a01a463aee3526643bea52947')
('karaf-4.1.0', 'features/core/src/main/java/org/apache/karaf/features/internal/region/CandidateComparator.java', 'KARAF-4701', '0b3a4dbc938cf5431fc2cbe1d10d385037220ebf')
('karaf-4.0.8', 'features/core/src/main/java/org/apache/karaf/features/internal/region/CandidateComparator.java', 'KARAF-4701', '0b3a4dbc938cf5431fc2cbe1d10d385037220ebf')
('karaf-2.3.3', 'wrapper/core/src/main/java/org/apache/karaf/wrapper/internal/WrapperServiceImpl.java', 'KARAF-2524', '580dbc5f00c774dc8e311c2d2e91270137ccbd56')
('karaf-2.3.3', 'wrapper/command/src/main/java/org/apache/karaf/wrapper/commands/Install.java', 'KARAF-2524', '580dbc5f00c774dc8e311c2d2e91270137ccbd56')
('karaf-4.0.6', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Blacklist.java', 'KARAF-4700', 'b48888370f283688235dbd029fab5ab63b578d74')
('karaf-4.0.6', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Overrides.java', 'KARAF-4700', 'b48888370f283688235dbd029fab5ab63b578d74')
('karaf-4.0.5', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Blacklist.java', 'KARAF-4700', 'b48888370f283688235dbd029fab5ab63b578d74')
('karaf-4.0.5', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Overrides.java', 'KARAF-4700', 'b48888370f283688235dbd029fab5ab63b578d74')
('karaf-4.0.4', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Blacklist.java', 'KARAF-4700', 'b48888370f283688235dbd029fab5ab63b578d74')
('karaf-4.0.4', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Overrides.java', 'KARAF-4700', 'b48888370f283688235dbd029fab5ab63b578d74')
('karaf-4.0.3', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Blacklist.java', 'KARAF-4700', 'b48888370f283688235dbd029fab5ab63b578d74')
('karaf-4.0.3', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Overrides.java', 'KARAF-4700', 'b48888370f283688235dbd029fab5ab63b578d74')
('karaf-4.0.2', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Blacklist.java', 'KARAF-4700', 'b48888370f283688235dbd029fab5ab63b578d74')
('karaf-4.0.2', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Overrides.java', 'KARAF-4700', 'b48888370f283688235dbd029fab5ab63b578d74')
('karaf-4.0.1', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Blacklist.java', 'KARAF-4700', 'b48888370f283688235dbd029fab5ab63b578d74')
('karaf-4.0.1', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Overrides.java', 'KARAF-4700', 'b48888370f283688235dbd029fab5ab63b578d74')
('karaf-4.0.0', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Blacklist.java', 'KARAF-4700', 'b48888370f283688235dbd029fab5ab63b578d74')
('karaf-4.0.0', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Overrides.java', 'KARAF-4700', 'b48888370f283688235dbd029fab5ab63b578d74')
('karaf-4.0.0.M3', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Blacklist.java', 'KARAF-4700', 'b48888370f283688235dbd029fab5ab63b578d74')
('karaf-4.0.0.M3', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Overrides.java', 'KARAF-4700', 'b48888370f283688235dbd029fab5ab63b578d74')
('karaf-3.0.4', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Deployer.java', 'KARAF-3850', '30ff8961257037a3b47a1ede8f3c5897a911b47e')
('karaf-2.3.3', 'shell/console/src/main/java/org/apache/karaf/shell/console/impl/jline/ConsoleImpl.java', 'KARAF-2516', '2999af5877cdf34334e7f4b658c052d7647df1d8')
('karaf-4.2.0.M2', 'features/core/src/main/java/org/apache/karaf/features/internal/model/processing/BundleReplacements.java', 'KARAF-5610', '72d1231d9ed82a1659d6f0eb8f54aa14e237402b')
('karaf-4.2.0.M2', 'features/core/src/main/java/org/apache/karaf/features/internal/model/processing/OverrideBundleDependency.java', 'KARAF-5610', '72d1231d9ed82a1659d6f0eb8f54aa14e237402b')
('karaf-4.2.0.M2', 'features/core/src/main/java/org/apache/karaf/features/internal/model/processing/FeaturesProcessing.java', 'KARAF-5610', '72d1231d9ed82a1659d6f0eb8f54aa14e237402b')
('karaf-4.2.0.M2', 'features/core/src/main/java/org/apache/karaf/features/internal/model/processing/package-info.java', 'KARAF-5610', '72d1231d9ed82a1659d6f0eb8f54aa14e237402b')
('karaf-4.2.0.M2', 'features/core/src/main/java/org/apache/karaf/features/internal/model/processing/FeatureReplacements.java', 'KARAF-5610', '72d1231d9ed82a1659d6f0eb8f54aa14e237402b')
('karaf-4.0.0.M2', 'shell/commands/src/main/java/org/apache/karaf/shell/commands/impl/MoreAction.java', 'KARAF-2998', '8b36f734567a00f31295ae46cd8007258c2fb515')
('karaf-4.0.0.M2', 'shell/commands/src/main/java/org/apache/karaf/shell/commands/impl/LessAction.java', 'KARAF-2998', '8b36f734567a00f31295ae46cd8007258c2fb515')
('karaf-4.0.0.M2', 'shell/core/src/main/java/org/apache/karaf/shell/support/ansi/AnsiSplitter.java', 'KARAF-2998', '8b36f734567a00f31295ae46cd8007258c2fb515')
('karaf-4.0.0.M1', 'shell/commands/src/main/java/org/apache/karaf/shell/commands/impl/MoreAction.java', 'KARAF-2998', '8b36f734567a00f31295ae46cd8007258c2fb515')
('karaf-4.0.0.M1', 'shell/commands/src/main/java/org/apache/karaf/shell/commands/impl/LessAction.java', 'KARAF-2998', '8b36f734567a00f31295ae46cd8007258c2fb515')
('karaf-2.3.6', 'system/src/main/java/org/apache/karaf/system/internal/SystemServiceImpl.java', 'KARAF-2996', 'ec3344c4c87d7b64a3750ac8019e2439d4341028')
