('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/visor/util/VisorTaskUtils.java', 'IGNITE-6995', '47e7daf7323ee49be53efb363f447d574bc7e222')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/query/GridCacheQueryManager.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheTtlManager.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheMapEntry.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/CacheOffheapEvictionManager.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/GridDhtTransactionalCacheAdapter.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheAdapter.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/near/GridNearTxLocal.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/local/GridLocalCache.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/near/GridNearGetFuture.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/near/GridNearTransactionalCache.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/local/atomic/GridLocalAtomicCache.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/preloader/GridDhtPartitionDemander.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/mvcc/MvccProcessorImpl.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheUtils.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheConcurrentMapImpl.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/GridDhtGetFuture.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/query/schema/SchemaIndexCacheVisitorImpl.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/GridDhtGetSingleFuture.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/GridPartitionedSingleGetFuture.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/CacheOffheapEvictionManager.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/CacheOffheapEvictionManager.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/CacheOffheapEvictionManager.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/CacheOffheapEvictionManager.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.2.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/CacheOffheapEvictionManager.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.1.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/CacheOffheapEvictionManager.java', 'IGNITE-9290', 'a314214f244be6e67e8bb7be01fda0f03195c696')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/near/GridNearTxLocal.java', 'IGNITE-9292', '97b93b84c24c1131c31fec32f37f67490c870ad9')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/mvcc/MvccProcessorImpl.java', 'IGNITE-9292', '97b93b84c24c1131c31fec32f37f67490c870ad9')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/GridDhtTxFinishFuture.java', 'IGNITE-9292', '97b93b84c24c1131c31fec32f37f67490c870ad9')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/transactions/IgniteTxManager.java', 'IGNITE-9292', '97b93b84c24c1131c31fec32f37f67490c870ad9')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/GridDistributedTxRemoteAdapter.java', 'IGNITE-9292', '97b93b84c24c1131c31fec32f37f67490c870ad9')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/near/GridNearTxLocal.java', 'IGNITE-9292', '97b93b84c24c1131c31fec32f37f67490c870ad9')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/GridDhtTxFinishFuture.java', 'IGNITE-9292', '97b93b84c24c1131c31fec32f37f67490c870ad9')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/transactions/IgniteTxManager.java', 'IGNITE-9292', '97b93b84c24c1131c31fec32f37f67490c870ad9')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/GridDistributedTxRemoteAdapter.java', 'IGNITE-9292', '97b93b84c24c1131c31fec32f37f67490c870ad9')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/commandline/Arguments.java', 'IGNITE-9298', '6d7847c7f1427a337975d240b10bec8b10a8d3f2')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/commandline/CommandHandler.java', 'IGNITE-9298', '6d7847c7f1427a337975d240b10bec8b10a8d3f2')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/commandline/Arguments.java', 'IGNITE-9298', '6d7847c7f1427a337975d240b10bec8b10a8d3f2')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/commandline/CommandHandler.java', 'IGNITE-9298', '6d7847c7f1427a337975d240b10bec8b10a8d3f2')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/commandline/CommandHandler.java', 'IGNITE-9298', '404f79f992538b75a8e89dbc0c4afd33f52fde82')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/commandline/CommandHandler.java', 'IGNITE-9298', '404f79f992538b75a8e89dbc0c4afd33f52fde82')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/commandline/Arguments.java', 'IGNITE-9298', '3d32ac4033f00cb0619ee2f2c2f19115f29d54b2')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/commandline/CommandHandler.java', 'IGNITE-9298', '3d32ac4033f00cb0619ee2f2c2f19115f29d54b2')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/commandline/Arguments.java', 'IGNITE-9298', '3d32ac4033f00cb0619ee2f2c2f19115f29d54b2')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/commandline/CommandHandler.java', 'IGNITE-9298', '3d32ac4033f00cb0619ee2f2c2f19115f29d54b2')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/persistence/wal/FileWriteAheadLogManager.java', 'IGNITE-9296', 'd91c6aa58a471451fa2de2557b377ebf674cefab')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/persistence/wal/FileWriteAheadLogManager.java', 'IGNITE-9296', 'd91c6aa58a471451fa2de2557b377ebf674cefab')
('1.5.0.final', 'modules/core/src/main/java/org/apache/ignite/IgniteCluster.java', 'IGNITE-1355', '550a4ea7eab41a3d27ff29d1e3a8df09d698524a')
('1.5.0.final', 'modules/core/src/main/java/org/apache/ignite/internal/processors/affinity/GridAffinityProcessor.java', 'IGNITE-1355', '550a4ea7eab41a3d27ff29d1e3a8df09d698524a')
('1.5.0.final', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheAffinityManager.java', 'IGNITE-1355', '550a4ea7eab41a3d27ff29d1e3a8df09d698524a')
('1.5.0.final', 'modules/core/src/main/java/org/apache/ignite/cache/affinity/Affinity.java', 'IGNITE-1355', '550a4ea7eab41a3d27ff29d1e3a8df09d698524a')
('1.5.0.final', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/affinity/GridCacheAffinityImpl.java', 'IGNITE-1355', '550a4ea7eab41a3d27ff29d1e3a8df09d698524a')
('1.4.0', 'modules/core/src/main/java/org/apache/ignite/IgniteCluster.java', 'IGNITE-1355', '550a4ea7eab41a3d27ff29d1e3a8df09d698524a')
('1.4.0', 'modules/core/src/main/java/org/apache/ignite/cache/affinity/Affinity.java', 'IGNITE-1355', '550a4ea7eab41a3d27ff29d1e3a8df09d698524a')
('1.1.4', 'modules/platform/src/main/java/org/apache/ignite/internal/processors/platform/lifecycle/PlatformLifecycleBean.java', 'IGNITE-1354', 'd734b6e4dfcb79c7707f3f55abc445674e23409a')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/IgniteCacheOffheapManagerImpl.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/GridDhtTxQueryEnlistRequest.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/near/GridNearTxEnlistRequest.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/near/GridNearTxLocal.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/GridDhtTxAbstractEnlistFuture.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/near/GridNearGetFuture.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/near/GridNearTxEnlistResponse.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/GridDhtTxEnlistFuture.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheDeployable.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/GridInvokeValue.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/transactions/IgniteTxHandler.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheMapEntry.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/near/GridNearTxEnlistFuture.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/GridDhtTransactionalCacheAdapter.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/GridDhtTxQueryAbstractEnlistFuture.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheDeployable.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheDeployable.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheDeployable.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheDeployable.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('2.2.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheDeployable.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('2.1.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheDeployable.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('2.0.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheDeployable.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('1.9.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheDeployable.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('1.8.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheDeployable.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('1.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheDeployable.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('1.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheDeployable.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('1.5.0.final', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheDeployable.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('1.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheDeployable.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('1.1.4', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheDeployable.java', 'IGNITE-10359', '9af6e92b75e8e0c6c4ba2324cbb0b7519b989d79')
('1.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheProcessor.java', 'IGNITE-2667', '727afc87dce6c26756b56620c2aaccc3a3d0117e')
('1.5.0.final', 'modules/core/src/main/java/org/apache/ignite/internal/util/IgniteUtils.java', 'IGNITE-2668', 'c901425c64b0f18c3d5fdbef8956b7ab68d61ad9')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/near/GridNearTxLocal.java', 'IGNITE-10355', 'bf75ef22d194c84c5cef99f5f28be221a4a468a8')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheUtils.java', 'IGNITE-10355', 'bf75ef22d194c84c5cef99f5f28be221a4a468a8')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/spi/discovery/tcp/ServerImpl.java', 'IGNITE-10354', 'd4496c77090593125a36454ef74e77b1d0240cae')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/spi/discovery/tcp/internal/TcpDiscoveryNode.java', 'IGNITE-10354', 'd4496c77090593125a36454ef74e77b1d0240cae')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/spi/discovery/tcp/internal/TcpDiscoveryNode.java', 'IGNITE-10354', 'd4496c77090593125a36454ef74e77b1d0240cae')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/jdbc/JdbcUtils.java', 'IGNITE-10356', 'd045b842931f0adc2bd409936c1ba0251bf1ea88')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/jdbc/thin/JdbcThinUtils.java', 'IGNITE-10356', 'd045b842931f0adc2bd409936c1ba0251bf1ea88')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/jdbc2/JdbcUtils.java', 'IGNITE-10356', 'd045b842931f0adc2bd409936c1ba0251bf1ea88')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/jdbc/JdbcUtils.java', 'IGNITE-10356', 'd045b842931f0adc2bd409936c1ba0251bf1ea88')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/jdbc/thin/JdbcThinUtils.java', 'IGNITE-10356', 'd045b842931f0adc2bd409936c1ba0251bf1ea88')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/jdbc2/JdbcUtils.java', 'IGNITE-10356', 'd045b842931f0adc2bd409936c1ba0251bf1ea88')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/jdbc/JdbcUtils.java', 'IGNITE-10356', 'd045b842931f0adc2bd409936c1ba0251bf1ea88')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/jdbc/thin/JdbcThinUtils.java', 'IGNITE-10356', 'd045b842931f0adc2bd409936c1ba0251bf1ea88')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/jdbc2/JdbcUtils.java', 'IGNITE-10356', 'd045b842931f0adc2bd409936c1ba0251bf1ea88')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/jdbc/JdbcUtils.java', 'IGNITE-10356', 'd045b842931f0adc2bd409936c1ba0251bf1ea88')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/jdbc/thin/JdbcThinUtils.java', 'IGNITE-10356', 'd045b842931f0adc2bd409936c1ba0251bf1ea88')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/jdbc2/JdbcUtils.java', 'IGNITE-10356', 'd045b842931f0adc2bd409936c1ba0251bf1ea88')
('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/jdbc/JdbcUtils.java', 'IGNITE-10356', 'd045b842931f0adc2bd409936c1ba0251bf1ea88')
('2.3.0', 'modules/core/src/main/java/org/apache/ignite/internal/jdbc2/JdbcUtils.java', 'IGNITE-10356', 'd045b842931f0adc2bd409936c1ba0251bf1ea88')
('2.2.0', 'modules/core/src/main/java/org/apache/ignite/internal/jdbc/JdbcUtils.java', 'IGNITE-10356', 'd045b842931f0adc2bd409936c1ba0251bf1ea88')
('2.1.0', 'modules/core/src/main/java/org/apache/ignite/internal/jdbc/JdbcUtils.java', 'IGNITE-10356', 'd045b842931f0adc2bd409936c1ba0251bf1ea88')
('2.0.0', 'modules/core/src/main/java/org/apache/ignite/internal/jdbc/JdbcUtils.java', 'IGNITE-10356', 'd045b842931f0adc2bd409936c1ba0251bf1ea88')
('1.9.0', 'modules/core/src/main/java/org/apache/ignite/internal/jdbc/JdbcUtils.java', 'IGNITE-10356', 'd045b842931f0adc2bd409936c1ba0251bf1ea88')
('1.8.0', 'modules/core/src/main/java/org/apache/ignite/internal/jdbc/JdbcUtils.java', 'IGNITE-10356', 'd045b842931f0adc2bd409936c1ba0251bf1ea88')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/preloader/GridDhtPartitionDemander.java', 'IGNITE-8019', '5dc4de83f76f3d978f72fa0f9e0815a8cc4077e3')
('1.5.0.final', 'modules/web/src/main/java/org/apache/ignite/cache/websession/WebSession.java', 'IGNITE-2710', '79ae76cef10e32bc3336cd2e1d00b3348e5f7655')
('1.5.0.final', 'modules/web/src/main/java/org/apache/ignite/cache/websession/WebSessionFilter.java', 'IGNITE-2710', '79ae76cef10e32bc3336cd2e1d00b3348e5f7655')
('1.4.0', 'modules/web/src/main/java/org/apache/ignite/cache/websession/WebSession.java', 'IGNITE-2710', '79ae76cef10e32bc3336cd2e1d00b3348e5f7655')
('2.7.5', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/persistence/pagemem/PagesWriteThrottle.java', 'IGNITE-12006', 'abc808afe166ffd0698992fdc9bbee4f888cba76')
('2.7.5', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/persistence/pagemem/PageMemoryImpl.java', 'IGNITE-12006', 'abc808afe166ffd0698992fdc9bbee4f888cba76')
('2.7.5', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/persistence/pagemem/PagesWriteThrottlePolicy.java', 'IGNITE-12006', 'abc808afe166ffd0698992fdc9bbee4f888cba76')
('2.7.5', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/persistence/GridCacheDatabaseSharedManager.java', 'IGNITE-12006', 'abc808afe166ffd0698992fdc9bbee4f888cba76')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/persistence/pagemem/PagesWriteThrottle.java', 'IGNITE-12006', 'abc808afe166ffd0698992fdc9bbee4f888cba76')
('2.7.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/persistence/pagemem/PagesWriteThrottlePolicy.java', 'IGNITE-12006', 'abc808afe166ffd0698992fdc9bbee4f888cba76')
('1.5.0.final', 'modules/core/src/main/java/org/apache/ignite/internal/processors/query/GridQueryProcessor.java', 'IGNITE-2715', '78728db680a6d0bf444cb08c5f8cc8708c934a94')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheProcessor.java', 'IGNITE-8021', '2edcb22fbb566981097733af6470ed6dde8e786b')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/persistence/file/FilePageStoreManager.java', 'IGNITE-8021', '2edcb22fbb566981097733af6470ed6dde8e786b')
('2.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/pagemem/store/IgnitePageStoreManager.java', 'IGNITE-8021', '2edcb22fbb566981097733af6470ed6dde8e786b')
('1.5.0.final', 'modules/hadoop/src/main/java/org/apache/ignite/internal/processors/hadoop/jobtracker/HadoopJobTracker.java', 'IGNITE-2725', '4367d3d6b84cbed9368667557a8535dbcc7e432d')
('1.4.0', 'modules/hadoop/src/main/java/org/apache/ignite/internal/processors/hadoop/jobtracker/HadoopJobTracker.java', 'IGNITE-2725', '4367d3d6b84cbed9368667557a8535dbcc7e432d')
('1.5.0.final', 'modules/core/src/main/java/org/apache/ignite/internal/visor/cache/VisorCache.java', 'IGNITE-2726', 'c3f5168555d94d1fe7bbc9cf32685ede48941638')
('1.5.0.final', 'modules/core/src/main/java/org/apache/ignite/internal/visor/cache/VisorCacheMetrics.java', 'IGNITE-2726', 'c3f5168555d94d1fe7bbc9cf32685ede48941638')
('1.5.0.final', 'modules/core/src/main/java/org/apache/ignite/internal/visor/cache/VisorCacheMetricsCollectorTask.java', 'IGNITE-2726', 'c3f5168555d94d1fe7bbc9cf32685ede48941638')
('1.5.0.final', 'modules/core/src/main/java/org/apache/ignite/internal/visor/cache/VisorCacheAggregatedMetrics.java', 'IGNITE-2726', 'c3f5168555d94d1fe7bbc9cf32685ede48941638')
('1.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/visor/cache/VisorCacheMetrics.java', 'IGNITE-2726', 'c3f5168555d94d1fe7bbc9cf32685ede48941638')
('1.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/visor/cache/VisorCacheMetricsCollectorTask.java', 'IGNITE-2726', 'c3f5168555d94d1fe7bbc9cf32685ede48941638')
('1.4.0', 'modules/core/src/main/java/org/apache/ignite/internal/visor/cache/VisorCacheAggregatedMetrics.java', 'IGNITE-2726', 'c3f5168555d94d1fe7bbc9cf32685ede48941638')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/persistence/GridCacheDatabaseSharedManager.java', 'IGNITE-10298', 'fe8c8cc5816872ba58bbd2401698b9e847788ea0')
('2.5.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/persistence/GridCacheDatabaseSharedManager.java', 'IGNITE-10298', 'fe8c8cc5816872ba58bbd2401698b9e847788ea0')
('2.6.0', 'modules/indexing/src/main/java/org/apache/ignite/internal/processors/query/h2/database/H2TreeIndex.java', 'IGNITE-10291', '9b0ce92d9f60004ec07cff137d7b0582c644a500')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/persistence/migration/UpgradePendingTreeToPerPartitionTask.java', 'IGNITE-10291', '9b0ce92d9f60004ec07cff137d7b0582c644a500')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/persistence/IndexStorage.java', 'IGNITE-10291', '9b0ce92d9f60004ec07cff137d7b0582c644a500')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/query/GridQueryIndexing.java', 'IGNITE-10291', '9b0ce92d9f60004ec07cff137d7b0582c644a500')
('2.6.0', 'modules/indexing/src/main/java/org/apache/ignite/internal/processors/query/h2/database/H2Tree.java', 'IGNITE-10291', '9b0ce92d9f60004ec07cff137d7b0582c644a500')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/persistence/GridCacheOffheapManager.java', 'IGNITE-10291', '9b0ce92d9f60004ec07cff137d7b0582c644a500')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/persistence/GridCacheDatabaseSharedManager.java', 'IGNITE-10291', '9b0ce92d9f60004ec07cff137d7b0582c644a500')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/query/GridQueryProcessor.java', 'IGNITE-10291', '9b0ce92d9f60004ec07cff137d7b0582c644a500')
('2.6.0', 'modules/indexing/src/main/java/org/apache/ignite/internal/processors/query/h2/RebuildIndexFromHashClosure.java', 'IGNITE-10291', '9b0ce92d9f60004ec07cff137d7b0582c644a500')
('2.6.0', 'modules/core/src/main/java/org/apache/ignite/internal/processors/cache/persistence/IndexStorageImpl.java', 'IGNITE-10291', '9b0ce92d9f60004ec07cff137d7b0582c644a500')
('2.6.0', 'modules/indexing/src/main/java/org/apache/ignite/internal/processors/query/h2/opt/GridH2Table.java', 'IGNITE-10291', '9b0ce92d9f60004ec07cff137d7b0582c644a500')
('2.6.0', 'modules/indexing/src/main/java/org/apache/ignite/internal/processors/query/h2/IgniteH2Indexing.java', 'IGNITE-10291', '9b0ce92d9f60004ec07cff137d7b0582c644a500')
('2.5.0', 'modules/indexing/src/main/java/org/apache/ignite/internal/processors/query/h2/database/H2TreeIndex.java', 'IGNITE-10291', '9b0ce92d9f60004ec07cff137d7b0582c644a500')
